Customer Name,Customer ID,Row ID,Lenghth,Order Priority,Discount, Unit Price , Shipping Cost ,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date, Profit ,Quantity ordered new,Sales,Order ID,Status
Eileen Riddle,797,24851,3,Low,9%, $6.48 , $6.86 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 204,37%,United States,West,Utah,Roy,84067,06-03-2015,08-03-2015, $(62.23),8,50.88,86870,Accepted
Bob Gibson,3327,18260,13,Not Specified,5%, $6.48 , $6.86 ,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 204,37%,United States,Central,Michigan,Port Huron,48060,06-03-2015,08-03-2015, $(52.77),4,27.08,87272,Accepted
Joseph Hurst,1699,18276,3,Low,1%, $6.48 , $5.40 ,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 207,37%,United States,East,Pennsylvania,Levittown,19057,25-03-2015,25-03-2015, $(18.85),2,14.29,87345,Accepted
Douglas Buck,493,18757,13,Not Specified,2%, $6.48 , $6.60 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 21,37%,United States,West,Washington,Seatac,98158,20-01-2015,22-01-2015, $(92.05),10,66.71,88906,Accepted
Charlotte L Doyle,1499,20017,6,Medium,3%, $6.48 , $6.60 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 21,37%,United States,South,Florida,Coral Gables,33134,04-02-2015,05-02-2015, $(145.85),9,58.83,90731,Accepted
Vickie Morse,600,21274,6,Medium,6%, $6.48 , $7.37 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 210,37%,United States,East,Maryland,Reisterstown,21136,13-03-2015,14-03-2015, $(75.44),5,32.39,87579,Accepted
Erika Clapp,2724,19908,8,Critical,1%, $6.48 , $7.37 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 210,37%,United States,South,Tennessee,Chattanooga,37421,01-05-2015,03-05-2015, $(449.69),18,122.8,88959,Accepted
Jenny Petty,623,24880,4,High,5%, $6.48 , $8.40 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 212,37%,United States,East,New Hampshire,Manchester,3101,01-04-2015,03-04-2015, $(226.35),21,136.99,91433,Accepted
Constance Robertson,3338,21429,4,High,8%, $6.48 , $8.40 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 212,37%,United States,South,Florida,Tampa,33614,07-05-2015,07-05-2015, $58.81 ,7,45,85979,Accepted
Francis Sherrill,1016,24752,4,High,2%, $6.48 , $7.86 ,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 213,37%,United States,South,North Carolina,Asheville,28806,12-06-2015,13-06-2015, $111.22 ,1,11.41,88389,Accepted
James Davenport,2265,19172,8,Critical,1%, $6.48 , $7.86 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 213,37%,United States,Central,Missouri,Kansas City,64130,29-01-2015,31-01-2015, $(135.74),10,66.46,86612,Accepted
Ross Frederick,266,19823,6,Medium,8%, $6.48 , $7.03 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 214,37%,United States,Central,Texas,San Antonio,78207,15-05-2015,16-05-2015, $8.93 ,10,67.86,90594,Accepted
Melanie Morrow,2448,25742,4,High,9%, $6.48 , $7.03 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 214,37%,United States,Central,Minnesota,Edina,55410,29-06-2015,01-07-2015, $(126.21),16,96.96,87790,Accepted
Debbie Dillon,2393,18277,6,Medium,2%, $6.48 , $7.91 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 216,37%,United States,South,Georgia,Roswell,30076,29-05-2015,31-05-2015," $(1,191.53)",2,16.5,86950,Accepted
Rhonda Bryant,2484,24568,6,Medium,5%, $6.48 , $7.91 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 216,37%,United States,South,Florida,Winter Haven,33881,13-03-2015,14-03-2015, $322.12 ,16,109.99,88998,Accepted
Kelly Byers,2781,22097,3,Low,0%, $6.48 , $8.19 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,37%,United States,West,Oregon,Woodburn,97071,31-01-2015,07-02-2015, $(43.26),3,22.67,87162,Accepted
Leslie Jacobson,3324,25330,6,Medium,5%, $6.48 , $8.19 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,37%,United States,West,Arizona,El Mirage,85335,12-02-2015,15-02-2015, $(164.18),9,58.5,90985,Accepted
Cathy Simon,2014,21573,8,Critical,6%, $6.48 , $7.49 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 220,37%,United States,Central,Iowa,Council Bluffs,51503,04-04-2015,04-04-2015, $(191.49),12,74.93,88368,Accepted
Faye Silver,2351,18675,8,Critical,8%, $6.48 , $7.49 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 220,37%,United States,East,Maryland,Crofton,21114,30-03-2015,02-04-2015, $(119.32),13,80.86,86163,Accepted
Sharon Ellis,868,24763,8,Critical,6%, $6.48 , $8.88 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 224,37%,United States,Central,Minnesota,Shoreview,55126,06-03-2015,07-03-2015, $(237.47),20,125.77,91195,Accepted
Troy Casey,2458,22321,4,High,3%, $6.48 , $8.73 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 227,37%,United States,Central,Minnesota,Edina,55410,03-01-2015,05-01-2015, $(35.04),2,15.95,91285,Accepted
Lucille Gibbons,2460,4321,4,High,3%, $6.48 , $8.73 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 227,37%,United States,East,New York,New York City,10035,03-01-2015,05-01-2015, $(35.04),8,63.78,30785,Accepted
Andrew Gonzalez,2882,694,8,Critical,5%, $6.48 , $8.73 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 227,37%,United States,South,North Carolina,Charlotte,28206,09-05-2015,09-05-2015, $(160.38),35,232.5,4839,Accepted
Stuart Sharma,2883,18694,8,Critical,5%, $6.48 , $8.73 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 227,37%,United States,East,Ohio,North Olmsted,44070,09-05-2015,09-05-2015, $(120.59),9,59.79,87632,Accepted
Cheryl Guthrie,800,19266,3,Low,2%, $6.48 , $5.14 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 23,37%,United States,West,Utah,Roy,84067,28-03-2015,30-03-2015, $(48.68),19,126.66,89910,Accepted
Joy Kaplan McNeill,1852,19141,13,Not Specified,6%, $6.48 , $5.14 ,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 23,37%,United States,West,California,Carlsbad,92008,19-03-2015,21-03-2015, $(28.45),10,68.34,86847,Accepted
Clara Kaplan,2216,23514,3,Low,1%, $6.48 , $5.14 ,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 23,37%,United States,East,Ohio,Medina,44256,23-06-2015,25-06-2015, $(26.94),10,67.41,90314,Accepted
Jacob McNeill,2391,21463,13,Not Specified,5%, $6.48 , $5.14 ,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 23,37%,United States,East,New York,Oceanside,11572,04-06-2015,05-06-2015, $(22.56),13,92.16,91123,Accepted
Sandy Ellington,871,22548,13,Not Specified,0%, $6.48 , $5.11 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 231,37%,United States,West,Nevada,Reno,89502,20-05-2015,22-05-2015, $(33.31),18,127.81,90578,Accepted
Dana Boyle,3366,19750,3,Low,2%, $6.48 , $5.11 ,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 231,37%,United States,East,Ohio,Troy,45373,24-05-2015,28-05-2015, $(23.53),8,56.22,90501,Accepted
Robyn Zhou,1424,19025,3,Low,0%, $8.74 , $1.39 ,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",38%,United States,West,Colorado,Englewood,80112,12-01-2015,16-01-2015, $44.99 ,7,65.2,89448,Accepted
Edna Michael,2684,22848,3,Low,9%, $8.74 , $1.39 ,Express Air,Small Business,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",38%,United States,South,Florida,Port Charlotte,33952,15-02-2015,20-02-2015, $23.62 ,1,11.78,89146,Accepted
Diane Barr,3325,20488,3,Low,0%, $8.74 , $8.29 ,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",38%,United States,West,Oregon,Coos Bay,97420,24-06-2015,26-06-2015, $(79.40),14,131.62,90986,Accepted
Melinda Thornton,1693,21262,3,Low,1%, $15.67 , $1.39 ,Express Air,Consumer,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",38%,United States,South,Virginia,Reston,20190,11-05-2015,11-05-2015, $(273.98),11,188.09,90190,Accepted
Robert Brantley,1974,18796,6,Medium,6%, $15.67 , $1.39 ,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",38%,United States,Central,Michigan,Dearborn Heights,48127,20-05-2015,21-05-2015, $25.51 ,3,46.4,89040,Accepted
Brandon Beach,2266,25997,8,Critical,1%, $15.67 , $1.39 ,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",38%,United States,Central,Missouri,Kirkwood,63122,26-05-2015,27-05-2015, $171.26 ,16,248.21,86610,Accepted
Paige Mason,2114,18562,8,Critical,8%, $2.89 , $0.49 ,Regular Air,Corporate,Office Supplies,Labels,Small Box,*Staples* Packaging Labels,38%,United States,South,Virginia,Norfolk,23518,23-04-2015,23-04-2015, $38.41 ,1,3.07,88404,Accepted
Robert Cowan,618,18491,13,Not Specified,3%, $7.35 , $5.96 ,Regular Air,Consumer,Office Supplies,Paper,Small Box,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",38%,United States,West,Colorado,Pueblo West,81007,29-04-2015,30-04-2015, $(11.11),1,13.16,88198,Accepted
Joyce Murray,451,20851,4,High,3%, $15.99 , $11.28 ,Regular Air,Home Office,Technology,Office Machines,Medium Box,"210 Trimline Phone, White",38%,United States,West,California,Los Altos,94024,10-04-2015,11-04-2015, $(53.30),2,35.48,86010,Accepted
Leah Clapp,651,23435,3,Low,1%, $15.99 , $11.28 ,Regular Air,Consumer,Technology,Office Machines,Medium Box,"210 Trimline Phone, White",38%,United States,West,Nevada,Las Vegas,89115,15-02-2015,22-02-2015, $(36.67),12,200.68,91576,Accepted
Arthur Brady,858,21354,8,Critical,5%, $35.99 , $5.99 ,Express Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,38%,United States,East,Maine,Lewiston,4240,30-04-2015,02-05-2015, $(125.83),2,64.89,88571,Accepted
Rachel Casey,907,22288,8,Critical,9%, $35.99 , $5.99 ,Regular Air,Home Office,Technology,Telephones and Communication,Wrap Bag,Accessory41,38%,United States,South,Kentucky,Henderson,42420,26-02-2015,27-02-2015, $114.32 ,5,151.6,86459,Accepted
Kelly Collins,2070,19567,3,Low,7%, $35.99 , $5.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,38%,United States,Central,Michigan,Eastpointe,48021,16-05-2015,20-05-2015, $17.84 ,5,153.61,88558,Accepted
Joanne Chu,2650,22904,8,Critical,5%, $35.99 , $5.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,38%,United States,East,Pennsylvania,Baldwin,15234,04-05-2015,05-05-2015, $524.32 ,26,759.88,88815,Accepted
Megan York,2741,19987,3,Low,1%, $35.99 , $5.99 ,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Accessory41,38%,United States,West,Idaho,Caldwell,83605,12-03-2015,19-03-2015, $218.23 ,10,316.28,89481,Accepted
Jacob Burgess,2779,21707,8,Critical,1%, $35.99 , $5.99 ,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,38%,United States,South,North Carolina,Wilson,27893,11-06-2015,12-06-2015, $(60.70),11,345.07,87161,Accepted
Vanessa Winstead,573,23719,8,Critical,5%, $4.13 , $5.04 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",38%,United States,Central,Illinois,Pekin,61554,13-03-2015,14-03-2015, $(12.16),1,5.84,86555,Accepted
Julie Porter,1020,23562,8,Critical,7%, $4.13 , $5.04 ,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",38%,United States,Central,Kansas,Pittsburg,66762,06-02-2015,07-02-2015, $(76.42),20,79.06,88634,Accepted
Virginia Gay,286,19168,3,Low,0%, $4.13 , $5.34 ,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,ACCOHIDE® Binder by Acco,38%,United States,Central,Kansas,Shawnee,66203,17-06-2015,21-06-2015, $(61.87),9,40.95,89761,Accepted
Sheryl Marsh,827,24842,6,Medium,1%, $6.98 , $1.60 ,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",38%,United States,Central,Texas,Amarillo,79109,25-05-2015,26-05-2015, $0.35 ,3,21.93,89259,Accepted
Crystal Crabtree,2137,20138,13,Not Specified,0%, $6.98 , $1.60 ,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",38%,United States,South,Florida,West Palm Beach,33407,31-01-2015,02-02-2015, $(343.87),9,64.48,86002,Accepted
Sharon Thomas,2209,23317,3,Low,6%, $6.98 , $1.60 ,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",38%,United States,South,Georgia,College Park,30337,22-01-2015,29-01-2015, $(98.06),12,83.93,88030,Accepted
Robyn Garner,936,21077,8,Critical,5%, $6.04 , $2.14 ,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",38%,United States,West,California,Redlands,92374,17-02-2015,19-02-2015, $(4.14),1,8.41,90588,Accepted
Peggy Lanier,1123,20612,4,High,3%, $7.30 , $7.72 ,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Angle-D Binders with Locking Rings, Label Holders",38%,United States,West,California,Roseville,95661,15-03-2015,18-03-2015, $(127.05),14,103.61,87015,Accepted
Carol Wood,1556,18294,13,Not Specified,6%, $2.89 , $0.99 ,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 482,38%,United States,South,Virginia,Alexandria,22304,01-06-2015,03-06-2015, $(2.01),6,16.67,87425,Accepted
Dan Lamm,1650,24017,4,High,9%, $12.53 , $0.50 ,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 485,38%,United States,South,North Carolina,Asheboro,27203,09-05-2015,10-05-2015, $14.91 ,7,82.21,91042,Accepted
Max Hubbard,2539,22839,13,Not Specified,8%, $12.53 , $0.50 ,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 485,38%,United States,South,Florida,Winter Park,32789,07-04-2015,08-04-2015, $215.72 ,5,61.1,91017,Accepted
Renee Huang,1502,21682,8,Critical,8%, $3.69 , $0.50 ,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 487,38%,United States,South,Florida,Coral Springs,33065,07-05-2015,10-05-2015, $(3.65),38,129.43,89193,Accepted
Sara Faulkner,3354,19666,13,Not Specified,4%, $3.69 , $0.50 ,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 487,38%,United States,West,California,Calexico,92231,27-03-2015,29-03-2015, $47.53 ,19,68.88,88590,Accepted
Amy Shea,669,24882,6,Medium,9%, $2.89 , $0.50 ,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 498,38%,United States,Central,Iowa,Ottumwa,52501,20-03-2015,22-03-2015, $40.48 ,22,58.67,88475,Accepted
Julia Reynolds,1113,26060,8,Critical,1%, $2.89 , $0.50 ,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 498,38%,United States,West,Colorado,Arvada,80004,06-04-2015,07-04-2015, $29.73 ,14,43.08,90833,Accepted
Kristina Collier,1361,20829,4,High,1%, $2.89 , $0.50 ,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 498,38%,United States,Central,Michigan,Allen Park,48101,26-01-2015,28-01-2015, $1.22 ,1,3.08,89595,Accepted
Jeanne Walker,1380,19932,3,Low,5%, $2.89 , $0.50 ,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 498,38%,United States,East,New Hampshire,Portsmouth,3801,27-06-2015,03-07-2015, $18.06 ,9,26.18,88213,Accepted
Benjamin Gunter,2873,25724,6,Medium,7%, $2.89 , $0.50 ,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 498,38%,United States,South,Florida,Hialeah,33012,22-01-2015,24-01-2015, $441.59 ,12,33.02,89872,Accepted
Lorraine Boykin,3098,18930,3,Low,6%, $2.89 , $0.50 ,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 498,38%,United States,East,New York,Shirley,11967,28-02-2015,28-02-2015, $9.61 ,5,13.93,89316,Accepted
Lynn Morrow,64,21017,13,Not Specified,0%, $3.69 , $0.50 ,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 501,38%,United States,South,Virginia,Salem,24153,02-03-2015,04-03-2015, $(37.53),1,4,87406,Accepted
Lloyd Norris,190,18817,4,High,10%, $58.10 , $1.49 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Arch Ring Binders,38%,United States,Central,Illinois,Arlington Heights,60004,12-02-2015,13-02-2015, $113.65 ,3,164.71,89092,Accepted
Danny Richmond,2443,21084,4,High,5%, $58.10 , $1.49 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Arch Ring Binders,38%,United States,South,Florida,Miami,33142,18-01-2015,18-01-2015," $1,633.99 ",13,739.06,89299,Accepted
Rhonda Stein,2468,19766,8,Critical,9%, $58.10 , $1.49 ,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Arch Ring Binders,38%,United States,South,North Carolina,Salisbury,28144,27-04-2015,29-04-2015, $765.75 ,3,169.46,88135,Accepted
Willie Robinson,1062,25979,3,Low,4%, $22.38 , $15.10 ,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",38%,United States,East,New York,Coram,11727,30-05-2015,07-06-2015, $16.02 ,18,403.53,91355,Accepted
Lois Hansen,1246,5117,4,High,10%, $22.38 , $15.10 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",38%,United States,East,New York,New York City,10009,05-04-2015,06-04-2015, $(107.51),26,564.98,36452,Accepted
Henry O'Connell,1247,23117,4,High,10%, $22.38 , $15.10 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",38%,United States,Central,Texas,Leander,78641,05-04-2015,06-04-2015, $(107.51),7,152.11,91555,Accepted
Marie Bass,1340,3004,3,Low,0%, $22.38 , $15.10 ,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",38%,United States,East,New York,New York City,10170,10-02-2015,17-02-2015, $(52.65),29,682.68,21636,Accepted
Amanda Conner,796,18347,13,Not Specified,6%, $8.60 , $6.19 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,38%,United States,Central,Nebraska,Papillion,68046,11-03-2015,12-03-2015, $(46.12),9,79.4,86867,Accepted
Pam Patton,1129,4501,3,Low,4%, $8.60 , $6.19 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,38%,United States,East,Massachusetts,Boston,2118,16-02-2015,23-02-2015, $(63.81),37,311.66,32037,Accepted
Michael Robbins,1132,22501,3,Low,4%, $8.60 , $6.19 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,38%,United States,Central,Texas,Euless,76039,16-02-2015,23-02-2015, $(63.81),9,75.81,88102,Accepted
Wesley Tate,1402,5297,13,Not Specified,0%, $8.60 , $6.19 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,38%,United States,Central,Illinois,Chicago,60653,15-01-2015,15-01-2015, $(42.85),48,447.89,37729,Accepted
Crystal Floyd,1405,23297,13,Not Specified,0%, $8.60 , $6.19 ,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,38%,United States,Central,Michigan,Battle Creek,49017,15-01-2015,15-01-2015, $(33.21),12,111.97,86144,Accepted
Kent Gill,2578,20938,3,Low,4%, $8.60 , $6.19 ,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,38%,United States,South,Alabama,Opelika,36801,02-05-2015,04-05-2015, $309.71 ,5,46.85,88298,Accepted
Aaron Riggs,522,23200,6,Medium,2%, $150.98 , $13.99 ,Express Air,Small Business,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,38%,United States,West,Oregon,Redmond,97756,22-06-2015,24-06-2015, $26.10 ,3,480.37,89327,Accepted
Herbert Beard,1298,19990,13,Not Specified,4%, $150.98 , $13.99 ,Regular Air,Home Office,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,38%,United States,Central,Texas,Sulphur Springs,75482,12-02-2015,15-02-2015, $606.05 ,6,878.34,90662,Accepted
Faye Manning,3154,21436,4,High,8%, $150.98 , $13.99 ,Express Air,Corporate,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,38%,United States,South,Florida,Saint Petersburg,33710,26-01-2015,27-01-2015, $(3.95),8,1183.82,86899,Accepted
